,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,Major,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,artist_dominance,months_since_release,streams_per_month
687,3,2021,9,16,3643,0,354065229.0,110,0,86,31,53,43,0,11,6,666,1,21.879106438896187,16182801.157297298
688,1,2021,5,21,4779,6,1143647827.0,110,1,79,70,36,0,0,6,11,784,8,25.755584756898816,44403877.36464286
689,3,2022,1,7,3517,0,311395144.0,78,0,77,49,42,1,1,13,19,553,1,18.166885676741128,17140810.458155517
690,2,2021,6,24,5073,0,672656250.0,129,1,83,44,62,2,0,8,6,750,1,24.638633377135346,27300875.000000004
691,1,2021,4,1,7545,4,1256880657.0,181,1,44,22,60,61,0,42,9,834,7,27.398160315374508,45874636.929352514
692,1,2020,8,21,8528,5,1692897992.0,114,0,75,74,77,1,0,9,10,1057,8,34.72404730617608,48752899.59931883
693,1,2021,11,5,2979,0,245095641.0,144,1,74,39,65,5,1,11,35,616,1,20.2365308804205,12111544.337727273
694,2,2019,1,11,7731,2,686734357.0,101,1,66,18,68,9,0,12,4,1645,2,54.040735873850196,12707716.612206688
695,2,2021,10,21,1057,0,261414174.0,84,1,67,78,63,29,0,12,5,631,1,20.729303547963205,12610851.753660856
696,3,2021,7,8,3272,19,610045621.0,154,1,66,63,69,21,0,11,7,736,1,24.17871222076215,25230691.172880437
697,3,2021,3,5,14417,0,1115880852.0,148,1,59,72,62,18,0,9,3,861,2,28.28515111695138,39451118.623554006
698,3,2021,9,3,5199,0,594482982.0,146,0,85,22,37,13,0,7,30,679,1,22.306176084099867,26651048.55976436
699,2,2021,8,1,6026,0,566954746.0,120,0,77,51,79,20,0,26,6,712,1,23.390275952693823,24238907.96101124
700,2,2021,11,11,4640,3,374706940.0,136,0,77,82,30,95,0,13,5,610,1,20.039421813403415,18698490.57967213
701,3,2021,11,19,1150,0,184937148.0,141,1,59,56,63,12,0,6,36,602,1,19.776609724047304,9351306.95202658
702,1,2022,1,7,768,0,31959571.0,108,0,46,23,48,75,30,14,4,553,22,18.166885676741128,1759221.2318987343
703,1,2021,11,19,925,0,167076418.0,94,1,42,47,36,76,0,9,5,602,2,19.776609724047304,8448182.996544851
704,1,2015,5,10,3006,3,824420218.0,180,1,35,41,94,0,63,5,5,2987,1,98.12746386333772,8401523.7482156
705,1,2021,9,1,3098,0,363467642.0,122,1,77,51,79,5,0,16,5,681,1,22.371879106438897,16246629.988957414
706,1,2015,10,30,9771,4,1127468248.0,85,1,59,33,52,7,15,12,3,2814,3,92.44415243101184,12196209.477299215
707,1,2015,10,30,9771,4,1127468248.0,85,1,59,33,52,7,15,12,3,2814,3,92.44415243101184,12196209.477299215
708,2,2022,1,7,807,0,60680939.0,148,1,68,29,73,0,0,7,7,553,1,18.166885676741128,3340194.9062567814
709,1,2021,12,1,521,1,247737946.0,120,1,83,59,73,6,0,5,11,590,4,19.38239159001314,12781598.434305089
710,2,2020,7,24,12854,0,1699402402.0,91,0,70,76,72,22,0,27,4,1085,1,35.64388961892247,47677243.42569585
711,2,2021,11,19,802,0,154797871.0,120,1,72,54,71,26,0,10,4,602,1,19.776609724047304,7827320.919003323
712,1,2021,11,17,731,0,198883004.0,106,1,86,86,79,11,0,8,9,604,1,19.842312746386337,10023176.559205296
713,1,2022,1,7,788,0,124407432.0,110,1,63,31,35,93,0,29,3,553,2,18.166885676741128,6848032.965786619
714,1,2021,5,21,3069,4,850608354.0,169,1,39,36,45,81,0,8,13,784,7,25.755584756898816,33026171.29561225
715,1,2021,8,29,4651,0,376333030.0,118,1,80,21,55,1,0,26,17,684,3,22.470433639947437,16747920.223976608
716,1,2021,6,25,4999,0,516784627.0,92,0,91,79,66,32,0,9,16,749,6,24.60578186596583,21002568.819599465
717,1,2019,11,1,8327,24,1608045237.0,112,1,45,19,60,63,0,9,6,1351,3,44.382391590013135,36231604.00760918
718,1,2020,12,25,3297,3,506778838.0,140,1,79,56,91,26,0,13,21,931,1,30.584756898817343,16569653.951364126
719,1,2010,11,29,35684,6,1472799873.0,105,1,73,52,76,13,0,5,3,4610,4,151.4454664914586,9724951.872911064
720,1,2010,11,29,35684,6,1472799873.0,105,1,73,52,76,13,0,5,3,4610,4,151.4454664914586,9724951.872911064
721,1,2010,11,29,35684,6,1472799873.0,105,1,73,52,76,13,0,5,3,4610,4,151.4454664914586,9724951.872911064
722,1,2021,7,8,3506,10,513643924.0,178,1,76,63,77,14,0,15,22,736,1,24.17871222076215,21243642.72630435
723,2,2021,12,23,2999,0,261286503.0,108,0,96,71,42,57,0,8,9,568,1,18.659658344283837,14002748.50584507
724,1,2021,5,21,3681,0,783706581.0,173,1,40,19,29,86,0,34,4,784,7,25.755584756898816,30428607.55821429
725,3,2021,5,7,4846,10,422691058.0,101,1,67,40,90,3,0,34,6,798,1,26.21550591327201,16123704.016942356
726,1,2020,1,1,14311,0,1062345656.0,120,0,80,24,62,41,2,11,23,1290,1,42.3784494086728,25068063.386542633
727,1,2020,10,23,8207,0,1252563873.0,144,1,73,66,80,44,0,9,12,994,2,32.65440210249671,38358193.4548491
728,1,2021,3,19,4873,0,851070493.0,133,1,75,96,61,0,0,18,4,847,4,27.825229960578184,30586287.84760331
729,2,2021,10,22,772,0,263894529.0,158,0,46,62,83,53,0,97,28,630,1,20.69645203679369,12750713.432952382
730,1,2021,10,1,1150,0,345903614.0,120,1,81,92,90,9,0,8,7,651,2,21.38633377135348,16174049.17075269
731,1,2020,2,21,5398,4,951637566.0,129,1,61,59,46,56,0,13,5,1239,1,40.70302233902759,23380022.202615015
732,2,2016,11,18,7370,0,956865266.0,102,1,74,45,89,5,0,26,13,2429,1,79.79632063074901,11991345.696599424
733,4,2021,8,13,6890,0,427486004.0,124,0,79,79,84,2,0,5,5,700,1,22.996057818659654,18589534.23108571
734,1,2016,4,20,1966,0,156658366.0,90,0,73,31,45,85,24,11,3,2641,1,86.76084099868594,1805634.4797576675
735,1,2021,4,14,2226,0,624515457.0,161,0,78,65,52,46,0,12,31,821,1,26.971090670170828,23154994.532375153
736,1,2017,3,30,4204,0,777765388.0,120,1,60,11,33,90,0,8,5,2297,5,75.45992115637318,10306999.743456684
737,1,2021,7,28,1959,0,412795151.0,81,1,45,12,57,7,0,23,3,716,5,23.52168199737188,17549559.212905027
738,1,2019,1,1,7191,0,1138474110.0,150,0,78,47,70,18,0,15,9,1655,1,54.369250985545335,20939668.82682779
739,2,2021,9,2,2012,0,355219175.0,105,1,76,58,84,10,0,13,10,680,1,22.339027595269386,15901281.89264706
740,1,2021,8,10,1211,2,290228626.0,79,1,63,76,67,38,0,6,4,703,1,23.0946123521682,12566940.790099574
741,1,2021,8,10,1211,2,290228626.0,79,1,63,76,67,38,0,6,4,703,1,23.0946123521682,12566940.790099574
742,1,2010,10,4,7109,2,1062956628.0,146,0,52,7,61,51,0,11,3,4666,4,153.28515111695137,6934504.877051008
743,1,2020,4,17,6638,0,1180094974.0,124,1,64,8,37,79,0,9,5,1183,2,38.86333771353482,30365250.21856298
744,1,2014,1,1,17354,8,1456081449.0,126,1,53,66,85,2,0,24,4,3481,2,114.35611038107751,12732869.666061476
745,1,2021,8,6,6392,0,432702334.0,121,1,75,53,74,2,0,11,5,707,22,23.226018396846253,18630069.373352192
746,3,2021,9,3,5481,0,489945871.0,136,0,80,33,60,0,0,32,14,679,1,22.306176084099867,21964583.671929307
747,1,2021,6,25,2636,3,465959382.0,102,0,77,26,63,58,0,11,5,749,2,24.60578186596583,18936987.43401869
748,3,2021,10,27,824,0,1223481149.0,77,1,73,54,74,23,0,41,23,625,1,20.532194480946124,59588425.880895995
749,1,2019,5,10,24529,0,2864791672.0,98,0,82,54,59,69,0,18,10,1526,1,50.13140604467805,57145647.76912189
750,1,2017,6,15,14749,0,2288695111.0,84,0,44,22,48,38,0,33,24,2220,2,72.93035479632063,31381927.558036037
751,2,2021,1,28,8087,0,720825549.0,102,1,89,77,82,3,0,17,11,897,1,29.467805519053876,24461460.10207358
752,1,2013,8,1,27221,0,2086124197.0,120,1,42,33,26,92,0,13,3,3634,1,119.38239159001314,17474303.950654924
753,1,1991,9,10,49991,9,1690192927.0,117,1,52,73,91,0,0,11,7,11630,2,382.0630749014455,4423858.357513327
754,1,1991,9,10,49991,9,1690192927.0,117,1,52,73,91,0,0,11,7,11630,2,382.0630749014455,4423858.357513327
755,1,1991,9,10,49991,9,1690192927.0,117,1,52,73,91,0,0,11,7,11630,2,382.0630749014455,4423858.357513327
756,1,1991,9,10,49991,9,1690192927.0,117,1,52,73,91,0,0,11,7,11630,2,382.0630749014455,4423858.357513327
757,1,1991,9,10,49991,9,1690192927.0,117,1,52,73,91,0,0,11,7,11630,2,382.0630749014455,4423858.357513327
758,1,1991,9,10,49991,9,1690192927.0,117,1,52,73,91,0,0,11,7,11630,2,382.0630749014455,4423858.357513327
759,1,2019,3,7,6646,0,991336132.0,72,0,45,27,33,82,0,14,4,1590,1,52.233902759526934,18978787.332125787
760,2,2021,9,3,5403,6,593917618.0,168,1,67,29,47,5,0,22,26,679,1,22.306176084099867,26625702.93360825
761,2,2021,11,11,755,4,200972675.0,94,1,52,68,69,13,0,33,8,610,1,20.039421813403415,10028865.94590164
762,1,2022,1,10,254,0,71014967.0,145,1,41,65,88,0,0,26,5,550,1,18.068331143232587,3930355.628145455
763,1,2022,1,10,254,0,71014967.0,145,1,41,65,88,0,0,26,5,550,1,18.068331143232587,3930355.628145455
764,2,2021,8,27,6308,5,560222750.0,134,1,71,14,61,1,0,23,33,686,1,22.536136662286463,24858863.71720117
765,1,2003,9,23,51979,15,1806617704.0,148,1,35,24,93,0,0,10,8,7234,1,237.6478318002628,7602079.473287256
766,1,2003,9,23,51979,15,1806617704.0,148,1,35,24,93,0,0,10,8,7234,1,237.6478318002628,7602079.473287256
767,1,2003,9,23,51979,15,1806617704.0,148,1,35,24,93,0,0,10,8,7234,1,237.6478318002628,7602079.473287256
768,1,2003,9,23,51979,15,1806617704.0,148,1,35,24,93,0,0,10,8,7234,1,237.6478318002628,7602079.473287256
769,1,2003,9,23,51979,15,1806617704.0,148,1,35,24,93,0,0,10,8,7234,1,237.6478318002628,7602079.473287256
770,1,2003,9,23,51979,15,1806617704.0,148,1,35,24,93,0,0,10,8,7234,1,237.6478318002628,7602079.473287256
771,1,2022,1,10,246,0,77337771.0,127,0,60,40,89,9,0,60,6,550,3,18.068331143232587,4280294.089527273
772,3,2021,6,24,6556,0,528544703.0,172,0,74,79,66,11,0,8,16,750,1,24.638633377135346,21451867.679093335
773,1,2019,11,7,5728,0,865640097.0,90,1,75,19,46,21,4,34,8,1345,6,44.185282522996054,19591140.931360595
774,2,2018,9,27,16636,12,2159346687.0,96,1,57,30,40,38,0,26,3,1751,1,57.52299605781866,37538842.462752715
775,1,2022,1,10,461,0,211372494.0,138,0,74,65,67,46,0,36,4,550,3,18.068331143232587,11698506.758836364
776,2,2021,4,28,4893,4,651732901.0,120,1,72,67,72,0,0,13,4,807,1,26.511169513797633,24583332.72173482
777,1,2021,7,9,1801,2,608334048.0,125,1,70,65,74,1,0,34,4,735,8,24.14586070959264,25194133.90628571
778,4,2021,1,15,12043,0,863756573.0,123,1,82,80,86,1,0,30,13,910,1,29.894875164257556,28893131.958373625
779,1,2021,4,9,4731,0,797402345.0,81,1,79,44,54,41,0,13,24,826,1,27.135348226018397,29386110.631719127
780,2,2002,5,26,22923,0,1695712020.0,171,1,55,10,85,7,0,8,20,7719,1,253.58081471747695,6687067.481383599
781,1,2019,9,20,9974,2,1759567999.0,91,1,77,60,32,84,0,8,5,1393,1,45.76215505913272,38450287.070753776
782,8,2021,8,12,1560,0,223319934.0,84,0,56,61,76,10,0,14,11,701,1,23.028909329829172,9697373.4535806
783,2,2022,1,7,620,0,54937991.0,115,0,90,74,54,16,0,13,28,553,1,18.166885676741128,3024073.1393128396
784,2,2021,12,29,3270,0,226897599.0,125,1,69,70,89,4,0,49,3,562,1,18.462549277266753,12289613.72519573
785,2,2021,10,14,580,0,258316038.0,122,0,80,62,69,28,0,13,7,638,1,20.9592641261498,12324671.154733544
786,2,2021,4,29,3406,16,596152090.0,92,1,85,92,54,16,0,29,7,806,1,26.47831800262812,22514726.575186104
787,3,2021,11,18,903,0,177129919.0,90,0,63,75,75,17,0,11,8,603,1,19.80946123521682,8941682.809883915
788,2,2022,2,10,6809,28,716591492.0,94,0,84,90,70,9,0,14,8,519,1,17.04993429697766,42028988.47105973
789,2,1999,1,1,33966,0,1210599487.0,93,1,81,53,78,18,0,6,24,8960,2,294.34954007884363,4112795.5786026786
790,1,2022,2,11,590,5,246376690.0,130,0,51,50,76,30,0,10,7,518,2,17.017082785808146,14478197.76756757
791,1,2022,2,11,3766,0,496311364.0,180,0,35,23,61,23,0,19,6,518,1,17.017082785808146,29165478.61034749
792,2,2022,2,11,1430,0,146789379.0,134,1,53,31,31,92,0,28,3,518,1,17.017082785808146,8626001.345096525
793,2,1999,1,1,31762,0,843309044.0,95,0,92,31,89,3,0,8,25,8960,2,294.34954007884363,2864991.886089286
794,1,2022,1,19,4049,0,500340342.0,184,1,69,91,63,11,0,9,31,541,2,17.772667542706962,28152236.61826248
795,3,2022,2,11,2096,0,107255472.0,147,0,47,50,80,10,0,32,38,518,1,17.017082785808146,6302811.906718147
796,2,2022,2,2,1175,0,135079152.0,123,1,52,44,60,40,0,26,3,527,1,17.31274638633377,7802294.851764706
797,1,2012,1,1,29499,11,822239726.0,123,0,91,49,61,3,0,17,22,4212,2,138.37056504599212,5942302.29331434
798,1,2002,1,1,30427,7,1202722675.0,90,0,90,79,71,26,0,7,37,7864,1,258.3442838370565,4655503.335071211
799,1,2022,2,4,2711,0,343197054.0,160,0,61,65,64,1,0,12,4,525,2,17.24704336399474,19898892.045257144
800,1,2013,8,16,4310,0,240769997.0,115,1,60,37,71,8,0,48,4,3619,1,118.88961892247043,2025155.7636584693
801,2,2019,8,4,5342,0,426204830.0,141,1,37,17,67,2,0,34,9,1440,1,47.30617608409987,9009496.545277778
802,1,2016,8,5,2393,0,421135627.0,160,1,31,30,88,7,0,8,8,2534,1,83.24572930354796,5058945.732391476
803,1,2019,10,4,3444,7,554875730.0,145,1,57,23,66,4,6,15,4,1379,7,45.302233902759525,12248308.35474982
804,1,2019,6,21,5443,0,467727006.0,89,0,46,43,43,23,8,8,22,1484,7,48.75164257555847,9594076.861617252
805,3,2020,7,24,272,4,327498031.0,95,0,84,49,72,8,0,15,8,1085,1,35.64388961892247,9188055.358193548
806,1,2021,12,10,975,0,185408548.0,160,1,60,47,62,3,0,38,4,581,2,19.08672798948751,9714003.788502583
807,7,2022,1,14,1034,1,245400167.0,174,0,67,74,75,44,0,7,30,546,1,17.936925098554532,13681284.035677657
808,3,1995,12,28,18773,0,579395142.0,92,1,77,76,84,3,0,38,4,10060,1,330.48620236530877,1753159.8531292249
809,2,1999,1,1,19067,0,675039469.0,134,1,93,61,74,9,0,17,8,8960,2,294.34954007884363,2293326.0531651787
810,2,2021,11,19,3541,2,252871192.0,172,0,31,4,86,1,0,28,17,602,1,19.776609724047304,12786377.216744186
811,1,2021,12,17,1492,0,231996128.0,80,1,76,92,62,6,0,8,13,574,2,18.85676741130092,12303069.92390244
812,1,2017,3,30,33206,1,1929770265.0,150,0,91,42,60,0,0,9,12,2297,12,75.45992115637318,25573446.611493256
813,2,1999,11,21,17115,0,918915401.0,80,0,78,53,74,4,0,45,21,8636,1,283.7056504599211,3238974.6186243636
814,2,2020,1,16,6955,0,1180896317.0,166,0,81,83,75,14,0,29,34,1275,1,41.88567674113009,28193320.697631378
815,1,2017,10,4,2742,0,498960285.0,120,1,67,8,54,27,0,8,4,2109,1,69.2838370565046,7201683.772119489
816,1,2020,2,29,4214,11,685071800.0,92,1,86,89,79,17,0,11,6,1231,19,40.44021024967148,16940361.97562957
817,1,2022,1,28,2026,0,258714692.0,85,0,74,61,52,30,0,26,9,532,1,17.47700394218134,14803148.918195488
818,2,2022,1,15,352,0,143139338.0,154,0,79,86,52,66,0,9,7,545,1,17.904073587385017,7994791.649027524
819,2,2021,10,22,1517,0,209768491.0,92,0,73,37,74,28,0,14,6,630,1,20.69645203679369,10135480.739746032
820,2,2022,2,11,847,0,64714573.0,140,1,89,75,70,6,0,13,5,518,2,17.017082785808146,3802918.150810811
821,1,2022,2,11,910,0,50746620.0,89,1,65,60,60,11,0,10,40,518,2,17.017082785808146,2982098.6733590737
822,1,2022,2,11,910,0,50746620.0,89,1,65,60,60,11,0,10,40,518,2,17.017082785808146,2982098.6733590737
823,1,2022,2,11,910,0,50746620.0,89,1,65,60,60,11,0,10,40,518,2,17.017082785808146,2982098.6733590737
824,1,2022,2,11,910,0,50746620.0,89,1,65,60,60,11,0,10,40,518,2,17.017082785808146,2982098.6733590737
825,1,2022,2,11,910,0,50746620.0,89,1,65,60,60,11,0,10,40,518,2,17.017082785808146,2982098.6733590737
826,1,2022,1,28,601,0,154119539.0,135,0,89,89,86,16,0,8,5,532,1,17.47700394218134,8818418.735263158
827,1,2021,11,19,1800,0,181328253.0,140,0,51,66,53,60,0,11,18,602,1,19.776609724047304,9168823.955681063
828,1,2015,7,24,1930,0,370068639.0,82,1,47,44,76,8,91,9,3,2912,1,95.66360052562418,3868437.284052198
829,1,2014,1,1,33032,0,2280566092.0,79,1,78,58,45,47,0,18,3,3481,9,114.35611038107751,19942669.302062627
830,1,2014,1,1,33032,0,2280566092.0,79,1,78,58,45,47,0,18,3,3481,9,114.35611038107751,19942669.302062627
831,1,2019,10,4,6332,0,563902868.0,88,1,31,31,63,47,27,21,12,1379,7,45.302233902759525,12447573.097839016
832,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
833,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
834,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
835,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
836,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
837,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
838,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
839,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
840,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
841,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
842,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
843,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
844,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
845,1,2021,12,24,509,9,317622165.0,139,1,44,18,38,70,0,12,4,567,1,18.626806833114323,17051884.837037038
846,2,2022,1,14,971,2,291709698.0,124,0,73,68,83,55,0,90,7,546,1,17.936925098554532,16263082.79692308
847,1,2019,10,4,2578,0,203680270.0,80,0,39,45,55,73,0,9,21,1379,7,45.302233902759525,4496031.485714286
848,2,2022,2,4,1064,0,81350745.0,120,0,84,54,51,47,0,12,40,525,2,17.24704336399474,4716793.672
849,1,2019,10,4,3618,0,282883169.0,80,0,56,19,46,92,72,11,3,1379,7,45.302233902759525,6244353.636229152
850,2,2022,2,4,1040,0,64787943.0,117,1,92,62,86,11,0,24,24,525,2,17.24704336399474,3756466.6379428576
851,2,2019,6,19,15010,2,2484812918.0,117,0,76,77,52,4,0,8,3,1486,1,48.8173455978975,50900205.399676986
852,2,2019,5,16,4708,0,461437791.0,140,0,62,46,73,10,0,67,11,1520,3,49.93429697766097,9240898.91976316
853,1,2019,12,6,13454,1,1439191367.0,99,1,68,57,77,2,0,10,5,1316,17,43.232588699080154,33289502.44033435
854,2,2020,2,29,4890,20,759208783.0,93,1,74,59,87,3,0,8,5,1231,2,40.44021024967148,18773611.17345248
855,1,1991,9,24,9514,0,368646862.0,106,1,44,8,20,74,42,11,3,11616,2,381.60315374507223,966047.7340977964
856,1,1991,9,24,9514,0,368646862.0,106,1,44,8,20,74,42,11,3,11616,2,381.60315374507223,966047.7340977964
857,1,1991,9,24,9514,0,368646862.0,106,1,44,8,20,74,42,11,3,11616,2,381.60315374507223,966047.7340977964
858,1,1991,9,24,9514,0,368646862.0,106,1,44,8,20,74,42,11,3,11616,2,381.60315374507223,966047.7340977964
859,1,1991,9,24,9514,0,368646862.0,106,1,44,8,20,74,42,11,3,11616,2,381.60315374507223,966047.7340977964
860,1,1991,9,24,9514,0,368646862.0,106,1,44,8,20,74,42,11,3,11616,2,381.60315374507223,966047.7340977964
861,2,2022,3,11,3501,0,299634472.0,124,1,81,68,63,17,0,10,22,490,1,16.09724047306176,18614027.19934694
862,2,2022,3,4,6111,4,756907987.0,95,1,76,96,70,18,0,33,4,497,1,16.327201051248355,46358710.51162978
863,1,2022,1,21,5415,32,682475162.0,96,0,87,82,53,10,0,5,8,539,1,17.706964520367936,38542753.11925789
864,1,2021,11,11,4673,2,546191065.0,92,0,81,40,73,15,0,9,8,610,1,20.039421813403415,27255829.53868853
865,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
866,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
867,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
868,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
869,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
870,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
871,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
872,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
873,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
874,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
875,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
876,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
877,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
878,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
879,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
880,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
881,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
882,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
883,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
884,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
885,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
886,1,2022,3,3,1856,3,229473310.0,124,1,95,36,37,35,0,10,28,498,1,16.36005256241787,14026440.876305224
887,1,2022,3,3,200,2,202677468.0,72,1,64,76,44,70,9,12,4,498,1,16.36005256241787,12388558.485783134
888,1,2022,3,3,200,2,202677468.0,72,1,64,76,44,70,9,12,4,498,1,16.36005256241787,12388558.485783134
889,1,2022,3,3,200,2,202677468.0,72,1,64,76,44,70,9,12,4,498,1,16.36005256241787,12388558.485783134
890,1,2022,2,4,1888,0,121913181.0,71,0,28,26,20,19,0,30,3,525,7,17.24704336399474,7068642.34217143
891,2,2022,2,1,911,2,208166039.0,135,0,78,55,57,4,0,10,8,528,1,17.345597897503286,12001087.551439391
892,1,2004,5,4,2954,2,527033089.0,95,1,81,56,70,4,0,5,24,7010,1,230.2890932982917,2288571.644673324
893,2,2022,3,3,461,0,94616487.0,71,0,59,70,74,56,0,11,40,498,1,16.36005256241787,5783385.269638554
894,1,2021,4,30,2844,2,394030335.0,180,0,80,71,68,6,0,10,37,805,2,26.445466491458607,14899730.928447206
895,1,2022,2,18,2939,0,193443895.0,150,0,65,11,58,0,0,12,9,511,3,16.78712220762155,11523350.61409002
896,1,2022,2,18,695,11,299648208.0,189,1,55,86,44,40,0,7,4,511,1,16.78712220762155,17849885.4237182
897,1,2022,2,15,328,0,182978249.0,85,1,72,55,64,49,0,7,4,514,1,16.88567674113009,10836299.415486382
898,1,2022,2,15,328,0,182978249.0,85,1,72,55,64,49,0,7,4,514,1,16.88567674113009,10836299.415486382
899,1,2022,2,15,328,0,182978249.0,85,1,72,55,64,49,0,7,4,514,1,16.88567674113009,10836299.415486382
900,1,2022,2,15,328,0,182978249.0,85,1,72,55,64,49,0,7,4,514,1,16.88567674113009,10836299.415486382
901,1,2022,2,18,866,16,319757142.0,140,1,59,73,45,44,0,34,3,511,1,16.78712220762155,19047763.99702544
902,2,2013,7,16,1550,0,109091573.0,81,1,77,68,70,6,0,17,20,3650,1,119.90801576872536,909793.8307178082
903,2,2022,2,25,1729,0,153240879.0,104,0,80,24,65,2,0,9,4,504,1,16.557161629434955,9255262.612619048
904,1,2021,9,3,2005,0,346127840.0,129,1,42,33,44,62,0,8,6,679,2,22.306176084099867,15517130.264506629
905,1,2020,2,29,1188,0,312622938.0,94,0,76,81,80,20,0,25,4,1231,19,40.44021024967148,7730497.345832657
906,1,1975,10,31,40112,3,2197010679.0,71,0,41,23,40,27,0,30,5,17423,1,572.3718791064389,3838432.24868048
907,1,1975,10,31,40112,3,2197010679.0,71,0,41,23,40,27,0,30,5,17423,1,572.3718791064389,3838432.24868048
908,1,1975,10,31,40112,3,2197010679.0,71,0,41,23,40,27,0,30,5,17423,1,572.3718791064389,3838432.24868048
909,1,1975,10,31,40112,3,2197010679.0,71,0,41,23,40,27,0,30,5,17423,1,572.3718791064389,3838432.24868048
910,1,2018,3,16,3659,0,1200808494.0,146,0,59,23,46,66,0,15,6,1946,2,63.92904073587385,18783458.662569378
911,1,2020,3,27,9833,0,797196073.0,103,0,69,90,88,5,0,29,8,1204,3,39.55321944809461,20155023.639634553
912,1,2013,1,1,50887,34,1970673297.0,124,1,53,66,78,0,0,16,5,3846,2,126.34691195795006,15597320.634602183
913,1,2021,5,21,3257,0,665765558.0,164,0,70,71,58,24,0,7,13,784,7,25.755584756898816,25849366.818265308
914,1,2021,9,10,1473,0,263779030.0,138,1,69,35,57,12,0,10,9,672,2,22.07621550591327,11948562.013690475
915,1,2020,10,8,2226,0,339473453.0,126,0,67,37,46,13,0,10,39,1009,1,33.14717477003942,10241399.315480674
