track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912.0,123,Major,57,50,85,5,0,16,4,289,610639.8339100346,9
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288.0,132,Major,92,53,62,7,0,63,10,302,779964.5298013245,3
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339.0,125,Minor,49,13,74,0,0,9,4,939,149553.0766773163,1
California Breeze,Lil Baby,1,2022,10,14,991,0,85559365.0,162,Minor,74,22,67,0,0,11,46,274,312260.4562043796,2
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,22,869,7,146223492.0,138,Major,80,82,81,14,0,13,36,296,493998.2837837838,1
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588.0,161,Minor,59,62,60,12,0,5,44,379,495254.8496042216,1
Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153.0,131,Minor,91,23,55,1,0,7,32,253,612107.324110672,8
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656.0,122,Minor,75,45,63,6,0,35,12,253,756259.509881423,1
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850.0,80,Minor,80,16,28,17,0,12,39,267,950003.1835205992,34
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273.0,109,Major,75,11,50,20,0,30,17,267,835446.7153558052,34
On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877.0,158,Major,84,33,36,2,0,39,59,253,673572.6363636364,8
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587.0,126,Major,66,12,35,55,0,9,14,267,817680.1011235955,34
Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999.0,104,Major,73,25,61,1,0,32,7,253,560162.0513833992,8
Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835.0,110,Major,48,15,31,80,22,12,4,267,701647.3220973783,34
Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537.0,130,Major,77,20,70,1,0,16,5,253,784053.5059288538,8
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310.0,177,Major,34,39,16,97,0,12,5,267,697019.8876404495,34
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916.0,158,Major,48,55,84,43,0,15,12,267,664808.6741573034,34
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,486,0,71095708.0,114,Minor,62,25,44,51,33,14,3,253,281010.70355731226,1
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403.0,144,Major,93,62,61,0,0,12,20,253,444412.6600790514,8
The Astronaut,Jin,1,2022,10,28,481,9,203436468.0,125,Major,54,22,76,0,0,14,3,260,782447.9538461538,1
The Astronaut,Jin,1,2022,10,28,481,9,203436468.0,125,Major,54,22,76,0,0,14,3,260,782447.9538461538,1
The Astronaut,Jin,1,2022,10,28,481,9,203436468.0,125,Major,54,22,76,0,0,14,3,260,782447.9538461538,1
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537.0,142,Minor,85,40,43,4,0,39,32,253,369041.6482213439,4
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537.0,142,Minor,85,40,43,4,0,39,32,253,369041.6482213439,4
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537.0,142,Minor,85,40,43,4,0,39,32,253,369041.6482213439,4
BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537.0,142,Minor,85,40,43,4,0,39,32,253,369041.6482213439,4
Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219.0,120,Major,64,11,53,1,0,25,27,253,419957.3873517787,8
The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590.0,96,Major,57,55,74,22,0,8,4,267,679335.543071161,34
My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363.0,144,Major,60,24,39,57,0,8,3,254,360131.3503937008,1
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870.0,166,Major,42,7,24,83,1,12,6,267,456448.9513108615,34
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,0,73513683.0,92,Major,80,81,67,4,0,8,6,254,289423.94881889765,1
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,0,133895612.0,97,Major,82,67,77,8,0,12,5,268,499610.49253731343,1
Alone,Burna Boy,1,2022,11,4,782,2,96007391.0,90,Minor,61,32,67,15,0,11,5,253,379475.85375494073,2
