track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250.0,125,Major,62,59,43,84,3,11,5,218,504923.1651376147,1
Special,SZA,1,2022,12,9,906,0,88092256.0,76,Major,60,19,20,78,0,11,5,218,404092.9174311927,19
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786.0,101,Minor,72,91,87,14,0,13,3,14440,24351.577977839333,1
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298.0,143,Major,60,86,32,88,0,34,6,26858,17620.38491324745,1
SOS,SZA,1,2022,12,9,827,0,73981293.0,119,Minor,51,51,66,67,0,9,23,218,339363.7293577982,19
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938.0,78,Major,67,22,59,76,1,15,16,219,710748.5753424658,1
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396.0,96,Major,23,19,25,91,0,40,3,29780,13283.794358629952,1
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768.0,180,Major,51,87,58,36,0,18,4,13709,31330.13115471588,1
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149.0,126,Major,34,35,76,39,0,8,5,21785,11143.775487720908,1
Gone Girl,SZA,1,2022,12,9,892,0,65362788.0,150,Major,43,42,44,57,0,15,6,218,299829.3027522936,19
F2F,SZA,1,2022,12,9,989,0,67540165.0,90,Major,53,47,74,9,0,34,4,218,309817.2706422018,19
Notice Me,SZA,1,2022,12,9,819,0,62019074.0,160,Major,72,78,68,28,0,11,12,218,284491.1651376147,19
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538.0,114,Major,59,60,94,24,0,10,4,2073,65472.039556198746,1
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468.0,113,Major,73,72,32,77,0,15,5,23936,12366.246156417112,1
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938.0,147,Major,67,69,72,17,0,19,3,8285,31516.83017501509,1
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549.0,100,Minor,70,92,59,3,0,10,3,253,540274.8972332015,1
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421.0,155,Major,49,42,77,3,0,12,9,225,602717.4266666666,1
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421.0,155,Major,49,42,77,3,0,12,9,225,602717.4266666666,1
I Hate U,SZA,1,2021,12,3,4094,0,356709897.0,107,Minor,54,41,39,51,0,11,16,589,605619.519524618,19
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992.0,112,Major,80,15,54,9,0,38,5,225,491777.7422222222,1
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854.0,166,Major,70,57,57,9,20,11,7,257,1174590.8715953308,2
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715.0,107,Minor,69,96,36,81,0,8,4,23571,5389.152560349582,2
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458.0,81,Major,47,33,68,24,0,22,38,218,262130.54128440368,19
Conceited,SZA,1,2022,12,9,899,0,56870689.0,150,Major,79,77,46,5,0,11,7,218,260874.72018348624,19
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194.0,110,Major,66,19,32,69,0,12,4,267,1211375.2584269664,1
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339.0,108,Major,64,4,40,6,0,10,6,267,1189986.288389513,34
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341.0,130,Minor,89,48,74,30,0,7,36,290,400497.7275862069,1
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708.0,164,Major,70,39,56,6,0,9,7,267,1229242.3520599252,34
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647.0,114,Minor,80,42,68,2,0,66,4,435,1398226.7747126436,2
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478.0,93,Major,63,93,88,1,0,12,4,6507,27751.26448440141,1
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935.0,90,Minor,87,51,69,36,0,9,8,750,1079075.913333333,1
Too Late,SZA,1,2022,12,8,714,0,49262961.0,128,Major,45,35,68,78,0,39,8,219,224945.02739726027,19
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082.0,97,Major,83,47,80,2,0,24,9,435,1412770.303448276,1
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949.0,152,Minor,69,94,71,79,0,7,8,23936,10250.290315842249,1
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459.0,175,Major,51,94,34,73,0,10,5,24301,7351.979712769022,1
Far,SZA,1,2022,12,9,680,0,51641685.0,116,Major,61,48,55,67,0,16,8,218,236888.4633027523,19
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948.0,80,Minor,33,51,59,76,0,44,6,225,347288.65777777776,1
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177.0,93,Minor,63,34,86,26,0,21,39,324,994864.7438271604,1
ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429.0,122,Major,70,42,54,30,0,37,5,701,1437392.9087018543,1
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833.0,122,Major,70,91,79,3,0,7,10,554,589878.7599277978,22
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368.0,135,Minor,70,60,58,4,0,16,3,554,706229.9061371841,22
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590.0,109,Major,60,45,47,62,0,31,5,556,628751.0611510791,1
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802.0,93,Minor,65,82,74,27,0,32,5,554,613104.3357400722,22
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936.0,125,Minor,85,64,81,2,5,7,9,694,972295.2968299713,1
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968.0,206,Minor,58,83,45,36,0,11,8,603,717611.8872305141,1
Pepas,Farruko,1,2021,6,24,14114,17,1309887447.0,130,Major,76,44,77,1,0,13,3,751,1744191.0079893474,1
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316.0,121,Minor,80,62,51,2,0,9,8,554,215231.61732851985,22
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579.0,123,Minor,74,35,73,0,0,21,5,554,211017.2906137184,22
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992.0,122,Minor,67,50,67,15,0,30,4,2213,401286.4853140533,1
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871.0,143,Major,53,50,79,0,0,8,3,554,362203.738267148,22
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,121,Minor,70,35,77,1,0,26,4,708,184542.0946327684,22
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593.0,166,Minor,56,68,66,28,0,11,18,792,2382625.748737374,7
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848.0,135,Major,41,27,64,36,0,60,3,554,159032.2166064982,1
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984.0,87,Minor,49,49,59,44,0,35,21,554,182518.02166064983,22
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011.0,111,Major,77,74,66,30,0,13,3,827,1905038.707376058,1
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026.0,110,Major,75,85,84,10,0,31,19,554,165444.09025270757,1
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408.0,130,Major,66,19,61,30,0,9,7,764,1364618.335078534,6
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776.0,179,Minor,61,76,51,30,0,38,15,1030,1684894.9281553398,3
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877.0,93,Minor,74,53,73,61,0,13,4,1450,501267.5013793103,1
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.0,78,Minor,27,10,49,62,0,49,5,554,97352.93501805054,22
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538.0,180,Major,65,37,58,2,0,4,31,603,444044.0099502488,1
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.0,86,Minor,28,13,41,50,0,19,3,554,134659.6678700361,22
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189.0,88,Minor,74,55,85,1,0,5,22,666,1382578.3618618618,3
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276.0,97,Major,68,72,78,4,0,7,5,617,874546.6385737439,1
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478.0,134,Minor,71,59,80,13,0,36,5,2045,668855.9794621026,4
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856.0,116,Major,75,36,76,12,0,10,10,1027,563006.6757546251,1
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072.0,170,Minor,64,14,70,9,0,9,8,648,1196824.1851851852,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,140,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912.0,118,Minor,75,46,76,3,0,9,4,618,1061511.1844660195,1
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045.0,65,Major,31,31,24,76,0,14,4,715,1477986.076923077,5
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237.0,120,Minor,56,16,67,0,0,11,4,631,969879.9318541996,1
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859.0,176,Major,29,12,33,68,0,12,5,785,1567969.247133758,1
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380.0,180,Minor,59,69,61,84,0,46,36,673,866242.7637444279,1
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199.0,144,Major,59,21,43,76,0,10,7,918,2024122.2211328973,7
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449.0,133,Minor,82,52,61,38,0,14,27,592,406561.5692567568,1
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007.0,93,Major,63,21,52,28,0,9,3,610,956863.9459016392,34
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,63803529.0,122,Major,77,25,62,34,0,23,3,554,115168.82490974729,22
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,88,Major,53,55,73,9,0,3,5,603,773158.7545605307,4
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,88,Major,53,55,73,9,0,3,5,603,773158.7545605307,4
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,88,Major,53,55,73,9,0,3,5,603,773158.7545605307,4
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480.0,170,Minor,70,61,44,40,0,37,4,556,426151.9424460432,1
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466.0,94,Minor,46,55,50,71,0,10,11,554,75675.93140794223,22
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194.0,170,Major,65,46,47,12,0,13,16,604,372945.6854304636,1
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256.0,90,Minor,79,79,70,57,0,66,8,626,628163.3482428115,1
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015.0,78,Major,40,7,29,62,0,9,3,591,485957.7241962775,3
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,94,Major,57,36,58,5,0,15,3,1954,306944.83418628457,3
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,94,Major,57,36,58,5,0,15,3,1954,306944.83418628457,3
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426.0,73,Major,83,11,41,0,0,36,14,623,550207.746388443,1
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126.0,176,Major,73,79,86,42,0,7,18,711,947680.9085794656,1
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797.0,128,Minor,81,57,63,40,1,10,4,985,1186439.387817259,2
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717.0,120,Major,58,44,60,44,9,5,6,1415,382006.8671378092,1
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148.0,82,Major,63,85,62,6,0,35,4,617,621637.1928687196,2
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203.0,95,Major,77,40,47,2,0,9,3,1219,435201.9712879409,1
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967.0,118,Major,44,52,94,11,0,4,29,554,67342.90072202166,22
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816.0,123,Minor,75,93,86,8,0,14,3,631,809630.4532488114,2
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661.0,90,Major,63,49,68,38,0,42,18,848,1705119.8832547169,1
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713.0,110,Minor,73,14,57,40,0,11,5,988,1784781.0860323887,2
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487.0,96,Minor,66,76,82,47,0,10,32,563,664638.5204262878,1
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0,108809090.0,88,Minor,56,58,55,35,0,23,11,552,197117.91666666663,1
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353.0,98,Minor,73,60,85,17,0,24,5,675,646956.0785185185,1
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617.0,110,Minor,72,67,68,0,0,14,4,659,638908.3717754174,1
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661.0,80,Major,70,57,49,19,0,12,8,1093,458867.0274473925,1
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229.0,110,Minor,86,31,53,43,0,11,6,667,530832.4272863568,1
Butter,BTS,1,2021,5,21,4779,6,1143647827.0,110,Major,79,70,36,0,0,6,11,785,1456876.2127388534,8
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144.0,78,Minor,77,49,42,1,1,13,19,554,562085.0974729242,1
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250.0,129,Major,83,44,62,2,0,8,6,751,895680.7589880159,1
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657.0,181,Major,44,22,60,61,0,42,9,835,1505246.2958083833,7
Dynamite,BTS,1,2020,8,21,8528,5,1692897992.0,114,Minor,75,74,77,1,0,9,10,1058,1600092.6200378072,8
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641.0,144,Major,74,39,65,5,1,11,35,617,397237.6677471637,1
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357.0,101,Major,66,18,68,9,0,12,4,1646,417214.0686512758,2
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174.0,84,Major,67,78,63,29,0,12,5,632,413630.0221518987,1
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621.0,154,Major,66,63,69,21,0,11,7,737,827741.68385346,1
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852.0,148,Major,59,72,62,18,0,9,3,862,1294525.350348028,2
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982.0,146,Minor,85,22,37,13,0,7,30,680,874239.6794117647,1
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746.0,120,Minor,77,51,79,20,0,26,6,713,795167.9467040673,1
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,374706940.0,136,Minor,77,82,30,95,0,13,5,611,613268.3142389526,1
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148.0,141,Major,59,56,63,12,0,6,36,603,306695.10447761195,1
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571.0,108,Minor,46,23,48,75,30,14,4,554,57688.75631768953,22
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418.0,94,Major,42,47,36,76,0,9,5,603,277075.32006633497,2
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218.0,180,Major,35,41,94,0,63,5,5,2988,275910.3808567604,1
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642.0,122,Major,77,51,79,5,0,16,5,682,532943.7565982405,1
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,85,Major,59,33,52,7,15,12,3,2815,400521.580106572,3
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,85,Major,59,33,52,7,15,12,3,2815,400521.580106572,3
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939.0,148,Major,68,29,73,0,0,7,7,554,109532.380866426,1
ELEVEN,IVE,1,2021,12,1,521,1,247737946.0,120,Major,83,59,73,6,0,5,11,591,419184.3417935702,4
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402.0,91,Minor,70,76,72,22,0,27,4,1086,1564827.2578268878,1
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871.0,120,Major,72,54,71,26,0,10,4,603,256712.88723051408,1
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004.0,106,Major,86,86,79,11,0,8,9,605,328732.2380165289,1
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432.0,110,Major,63,31,35,93,0,29,3,554,224562.1516245488,2
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354.0,169,Major,39,36,45,81,0,8,13,785,1083577.5210191084,7
Praise God,Kanye West,1,2021,8,29,4651,0,376333030.0,118,Major,80,21,55,1,0,26,17,685,549391.2846715328,3
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627.0,92,Minor,91,79,66,32,0,9,16,750,689046.1693333334,6
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237.0,112,Major,45,19,60,63,0,9,6,1352,1189382.571745562,3
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838.0,140,Major,79,56,91,26,0,13,21,932,543754.1180257511,1
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,105,Major,73,52,76,13,0,5,3,4611,319410.07872478856,4
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,105,Major,73,52,76,13,0,5,3,4611,319410.07872478856,4
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,105,Major,73,52,76,13,0,5,3,4611,319410.07872478856,4
Sobrio,Maluma,1,2021,7,8,3506,10,513643924.0,178,Major,76,63,77,14,0,15,22,737,696938.8385345998,1
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503.0,108,Minor,96,71,42,57,0,8,9,569,459202.992970123,1
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581.0,173,Major,40,19,29,86,0,34,4,785,998352.3324840764,7
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,101,Major,67,40,90,3,0,34,6,799,529025.1038798498,1
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656.0,120,Minor,80,24,62,41,2,11,23,1291,822885.8683191325,1
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873.0,144,Major,73,66,80,44,0,9,12,995,1258858.1638190956,2
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493.0,133,Major,75,96,61,0,0,18,4,848,1003620.8643867924,4
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529.0,158,Minor,46,62,83,53,0,97,28,631,418216.36925515055,1
The Feels,TWICE,1,2021,10,1,1150,0,345903614.0,120,Major,81,92,90,9,0,8,7,652,530527.0153374233,2
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566.0,129,Major,61,59,46,56,0,13,5,1240,767449.65,1
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266.0,102,Major,74,45,89,5,0,26,13,2430,393771.71440329216,1
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004.0,124,Minor,79,79,84,2,0,5,5,701,609823.1155492153,1
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366.0,90,Minor,73,31,45,85,24,11,3,2642,59295.36941710825,1
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457.0,161,Minor,78,65,52,46,0,12,31,822,759751.1642335766,1
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388.0,120,Major,60,11,33,90,0,8,5,2298,338453.17145343777,5
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151.0,81,Major,45,12,57,7,0,23,3,717,575725.4546722454,5
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110.0,150,Minor,78,47,70,18,0,15,9,1656,687484.3659420289,1
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175.0,105,Major,76,58,84,10,0,13,10,681,521614.06020558,1
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,79,Major,63,76,67,38,0,6,4,704,412256.5710227273,1
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,79,Major,63,76,67,38,0,6,4,704,412256.5710227273,1
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628.0,146,Minor,52,7,61,51,0,11,3,4667,227760.1517034497,4
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974.0,124,Major,64,8,37,79,0,9,5,1184,996701.8361486486,2
The Nights,Avicii,1,2014,1,1,17354,8,1456081449.0,126,Major,53,66,85,2,0,24,4,3482,418173.8796668581,2
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334.0,121,Major,75,53,74,2,0,11,5,708,611161.488700565,22
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871.0,136,Minor,80,33,60,0,0,32,14,680,720508.6338235295,1
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382.0,102,Minor,77,26,63,58,0,11,5,750,621279.176,2
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149.0,77,Major,73,54,74,23,0,41,23,626,1954442.7300319488,1
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672.0,98,Minor,82,54,59,69,0,18,10,1527,1876091.468238376,1
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111.0,84,Minor,44,22,48,38,0,33,24,2221,1030479.5637100404,2
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549.0,102,Major,89,77,82,3,0,17,11,898,802701.0567928731,1
All of Me,John Legend,1,2013,8,1,27221,0,2086124197.0,120,Major,42,33,26,92,0,13,3,3635,573899.3664374141,1
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927.0,117,Major,52,73,91,0,0,11,7,11631,145317.93715071792,2
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927.0,117,Major,52,73,91,0,0,11,7,11631,145317.93715071792,2
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927.0,117,Major,52,73,91,0,0,11,7,11631,145317.93715071792,2
